,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day,hour,month,part_of_day
1132,2011-02-19 22:00:00,1,0,0,1,12.3,12.88,28,32.9975,2.0,42.0,44,19,22,2,evening
1133,2011-02-19 23:00:00,1,0,0,1,11.48,12.12,33,30.0026,4.0,25.0,29,19,23,2,night
1134,2011-02-20 00:00:00,1,0,0,1,10.66,10.605,35,30.0026,,,39,20,0,2,night
1135,2011-02-20 01:00:00,1,0,0,1,9.84,9.85,41,31.0009,,,30,20,1,2,night
1136,2011-02-20 02:00:00,1,0,0,1,9.84,9.85,41,36.9974,,,25,20,2,2,night
1137,2011-02-20 03:00:00,1,0,0,1,9.02,9.09,44,36.9974,,,12,20,3,2,night
1138,2011-02-20 04:00:00,1,0,0,1,9.02,9.09,44,36.9974,,,6,20,4,2,night
1139,2011-02-20 06:00:00,1,0,0,1,8.2,9.09,47,19.9995,,,12,20,6,2,night
1140,2011-02-20 07:00:00,1,0,0,1,7.38,8.335,51,16.9979,,,24,20,7,2,night
1141,2011-02-20 08:00:00,1,0,0,1,8.2,11.365,51,7.0015,,,65,20,8,2,morning
1142,2011-02-20 09:00:00,1,0,0,1,9.02,10.605,47,19.0012,,,94,20,9,2,morning
1143,2011-02-20 10:00:00,1,0,0,2,10.66,12.88,41,12.998,,,142,20,10,2,morning
1144,2011-02-20 11:00:00,1,0,0,2,12.3,15.15,33,11.0014,,,179,20,11,2,morning
1145,2011-02-20 12:00:00,1,0,0,1,12.3,15.91,33,7.0015,,,240,20,12,2,morning
1146,2011-02-20 13:00:00,1,0,0,1,13.94,16.665,29,0.0,,,298,20,13,2,afternoon
1147,2011-02-20 14:00:00,1,0,0,1,14.76,17.425,27,11.0014,,,255,20,14,2,afternoon
1148,2011-02-20 15:00:00,1,0,0,1,14.76,18.18,27,6.0032,,,273,20,15,2,afternoon
1149,2011-02-20 16:00:00,1,0,0,1,14.76,18.18,29,6.0032,,,242,20,16,2,afternoon
1150,2011-02-20 17:00:00,1,0,0,1,13.94,17.425,33,11.0014,,,211,20,17,2,afternoon
1151,2011-02-20 18:00:00,1,0,0,2,13.94,16.665,36,8.9981,,,172,20,18,2,afternoon
1152,2011-02-20 19:00:00,1,0,0,2,13.94,16.665,36,8.9981,,,132,20,19,2,evening
1153,2011-02-20 20:00:00,1,0,0,2,13.94,18.18,42,0.0,,,110,20,20,2,evening
1154,2011-02-20 21:00:00,1,0,0,2,13.12,17.425,53,0.0,,,87,20,21,2,evening
1155,2011-02-20 22:00:00,1,0,0,2,13.12,15.15,57,15.0013,,,66,20,22,2,evening
1156,2011-02-20 23:00:00,1,0,0,2,12.3,15.15,61,11.0014,,,44,20,23,2,night
1157,2011-02-21 00:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,34,21,0,2,night
1158,2011-02-21 01:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,25,21,1,2,night
1159,2011-02-21 02:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,22,21,2,2,night
1160,2011-02-21 03:00:00,1,1,0,2,13.94,15.15,42,19.9995,,,15,21,3,2,night
1161,2011-02-21 04:00:00,1,1,0,1,13.12,15.91,45,11.0014,,,9,21,4,2,night
1162,2011-02-21 05:00:00,1,1,0,2,13.94,18.18,36,0.0,,,11,21,5,2,night
1163,2011-02-21 06:00:00,1,1,0,2,17.22,21.21,26,19.9995,,,25,21,6,2,night
1164,2011-02-21 07:00:00,1,1,0,2,17.22,21.21,26,19.0012,,,55,21,7,2,night
1165,2011-02-21 08:00:00,1,1,0,2,13.12,15.15,57,19.9995,,,178,21,8,2,morning
1166,2011-02-21 09:00:00,1,1,0,2,13.12,15.15,57,19.0012,,,159,21,9,2,morning
1167,2011-02-21 10:00:00,1,1,0,2,13.12,15.15,57,16.9979,,,139,21,10,2,morning
1168,2011-02-21 11:00:00,1,1,0,2,13.12,16.665,57,7.0015,,,165,21,11,2,morning
1169,2011-02-21 12:00:00,1,1,0,2,13.12,15.91,66,12.998,,,212,21,12,2,morning
1170,2011-02-21 13:00:00,1,1,0,3,12.3,13.635,81,22.0028,,,145,21,13,2,afternoon
1171,2011-02-21 14:00:00,1,1,0,2,13.12,15.15,76,16.9979,,,199,21,14,2,afternoon
1172,2011-02-21 15:00:00,1,1,0,2,12.3,13.635,70,30.0026,,,170,21,15,2,afternoon
1173,2011-02-21 16:00:00,1,1,0,3,11.48,12.12,75,27.9993,,,137,21,16,2,afternoon
1174,2011-02-21 17:00:00,1,1,0,2,11.48,12.88,75,26.0027,,,209,21,17,2,afternoon
1175,2011-02-21 18:00:00,1,1,0,2,9.84,10.605,87,23.9994,,,157,21,18,2,afternoon
1176,2011-02-21 19:00:00,1,1,0,2,9.84,10.605,87,23.9994,,,134,21,19,2,evening
1177,2011-02-21 20:00:00,1,1,0,3,9.84,10.605,81,26.0027,,,75,21,20,2,evening
1178,2011-02-21 21:00:00,1,1,0,3,9.02,9.85,75,30.0026,,,61,21,21,2,evening
1179,2011-02-21 22:00:00,1,1,0,3,8.2,8.335,75,27.9993,,,40,21,22,2,evening
1180,2011-02-21 23:00:00,1,1,0,3,8.2,8.335,75,27.9993,,,23,21,23,2,night
1181,2011-02-22 06:00:00,1,0,1,2,4.92,6.06,80,19.0012,,,36,22,6,2,night
1182,2011-02-22 07:00:00,1,0,1,2,4.92,6.06,80,19.0012,,,113,22,7,2,night
1183,2011-02-22 08:00:00,1,0,1,2,4.92,6.06,80,16.9979,,,236,22,8,2,morning
1184,2011-02-22 09:00:00,1,0,1,2,5.74,6.06,74,16.9979,,,125,22,9,2,morning
1185,2011-02-22 10:00:00,1,0,1,1,6.56,9.09,69,0.0,,,65,22,10,2,morning
1186,2011-02-22 11:00:00,1,0,1,1,6.56,11.365,64,0.0,,,57,22,11,2,morning
1187,2011-02-22 12:00:00,1,0,1,1,8.2,11.365,59,7.0015,,,82,22,12,2,morning
1188,2011-02-22 13:00:00,1,0,1,1,9.02,11.365,55,11.0014,,,90,22,13,2,afternoon
1189,2011-02-22 14:00:00,1,0,1,1,9.02,11.365,55,12.998,,,75,22,14,2,afternoon
1190,2011-02-22 15:00:00,1,0,1,1,9.84,11.365,48,12.998,,,92,22,15,2,afternoon
1191,2011-02-22 16:00:00,1,0,1,1,9.02,11.365,51,11.0014,,,116,22,16,2,afternoon
1192,2011-02-22 17:00:00,1,0,1,1,9.02,10.605,51,15.0013,,,238,22,17,2,afternoon
1193,2011-02-22 18:00:00,1,0,1,1,9.02,11.365,47,8.9981,,,222,22,18,2,afternoon
1194,2011-02-22 19:00:00,1,0,1,1,8.2,9.09,47,19.0012,,,134,22,19,2,evening
1195,2011-02-22 20:00:00,1,0,1,1,8.2,9.85,47,15.0013,,,94,22,20,2,evening
1196,2011-02-22 21:00:00,1,0,1,1,8.2,9.85,47,16.9979,,,67,22,21,2,evening
1197,2011-02-22 22:00:00,1,0,1,1,6.56,7.575,43,16.9979,,,42,22,22,2,evening
1198,2011-02-22 23:00:00,1,0,1,1,6.56,7.575,43,16.9979,,,24,22,23,2,night
1199,2011-02-23 00:00:00,1,0,1,1,5.74,6.82,50,12.998,,,12,23,0,2,night
1200,2011-02-23 01:00:00,1,0,1,1,5.74,7.575,46,11.0014,,,6,23,1,2,night
1201,2011-02-23 02:00:00,1,0,1,1,4.92,7.575,50,8.9981,,,4,23,2,2,night
1202,2011-02-23 03:00:00,1,0,1,1,4.92,6.82,50,11.0014,,,3,23,3,2,night
1203,2011-02-23 05:00:00,1,0,1,1,4.92,7.575,50,7.0015,,,8,23,5,2,night
1204,2011-02-23 06:00:00,1,0,1,1,4.92,7.575,50,7.0015,,,37,23,6,2,night
1205,2011-02-23 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,,,118,23,7,2,night
1206,2011-02-23 08:00:00,1,0,1,1,5.74,7.575,54,11.0014,,,260,23,8,2,morning
1207,2011-02-23 09:00:00,1,0,1,1,7.38,10.605,51,6.0032,,,146,23,9,2,morning
1208,2011-02-23 10:00:00,1,0,1,1,8.2,12.88,40,0.0,,,64,23,10,2,morning
1209,2011-02-23 11:00:00,1,0,1,1,9.84,12.88,41,7.0015,,,73,23,11,2,morning
1210,2011-02-23 12:00:00,1,0,1,1,10.66,14.395,35,6.0032,,,98,23,12,2,morning
1211,2011-02-23 13:00:00,1,0,1,1,12.3,15.91,28,6.0032,,,100,23,13,2,afternoon
1212,2011-02-23 14:00:00,1,0,1,1,13.12,16.665,29,7.0015,,,94,23,14,2,afternoon
1213,2011-02-23 15:00:00,1,0,1,1,13.94,17.425,25,6.0032,,,109,23,15,2,afternoon
1214,2011-02-23 16:00:00,1,0,1,1,13.94,18.18,25,0.0,,,138,23,16,2,afternoon
1215,2011-02-23 17:00:00,1,0,1,1,13.94,17.425,25,6.0032,,,288,23,17,2,afternoon
1216,2011-02-23 18:00:00,1,0,1,1,13.12,16.665,26,6.0032,,,268,23,18,2,afternoon
1217,2011-02-23 19:00:00,1,0,1,1,12.3,16.665,33,0.0,,,185,23,19,2,evening
1218,2011-02-23 20:00:00,1,0,1,1,9.84,12.12,60,11.0014,,,122,23,20,2,evening
1219,2011-02-23 21:00:00,1,0,1,1,9.84,14.395,48,0.0,,,90,23,21,2,evening
1220,2011-02-23 22:00:00,1,0,1,1,9.84,14.395,48,0.0,,,72,23,22,2,evening
1221,2011-02-23 23:00:00,1,0,1,1,9.02,12.88,55,6.0032,,,39,23,23,2,night
1222,2011-02-24 00:00:00,1,0,1,1,9.02,12.88,55,6.0032,,,20,24,0,2,night
1223,2011-02-24 01:00:00,1,0,1,1,9.02,12.88,60,6.0032,,,11,24,1,2,night
1224,2011-02-24 02:00:00,1,0,1,1,8.2,11.365,64,6.0032,,,7,24,2,2,night
1225,2011-02-24 03:00:00,1,0,1,1,8.2,10.605,64,8.9981,,,5,24,3,2,night
1226,2011-02-24 05:00:00,1,0,1,1,8.2,10.605,69,8.9981,,,13,24,5,2,night
1227,2011-02-24 06:00:00,1,0,1,1,8.2,9.85,69,12.998,,,62,24,6,2,night
1228,2011-02-24 07:00:00,1,0,1,1,8.2,9.85,72,12.998,,,192,24,7,2,night
1229,2011-02-24 08:00:00,1,0,1,1,9.84,11.365,70,15.0013,,,407,24,8,2,morning
1230,2011-02-24 09:00:00,1,0,1,2,9.84,10.605,75,19.9995,,,162,24,9,2,morning
1231,2011-02-24 10:00:00,1,0,1,2,10.66,12.12,70,19.0012,,,72,24,10,2,morning
1232,2011-02-24 11:00:00,1,0,1,2,13.12,14.395,57,26.0027,,,91,24,11,2,morning
1233,2011-02-24 12:00:00,1,0,1,2,14.76,16.665,53,23.9994,,,134,24,12,2,morning
1234,2011-02-24 13:00:00,1,0,1,2,15.58,19.695,54,19.9995,,,142,24,13,2,afternoon
1235,2011-02-24 14:00:00,1,0,1,2,16.4,20.455,50,19.9995,,,126,24,14,2,afternoon
1236,2011-02-24 15:00:00,1,0,1,3,16.4,20.455,54,26.0027,,,106,24,15,2,afternoon
1237,2011-02-24 16:00:00,1,0,1,3,15.58,19.695,62,19.0012,,,153,24,16,2,afternoon
1238,2011-02-24 17:00:00,1,0,1,3,14.76,17.425,66,12.998,,,287,24,17,2,afternoon
1239,2011-02-24 18:00:00,1,0,1,2,13.94,15.15,87,22.0028,,,226,24,18,2,afternoon
1240,2011-02-24 19:00:00,1,0,1,3,13.94,15.15,93,19.9995,,,123,24,19,2,evening
1241,2011-02-24 20:00:00,1,0,1,2,13.94,15.15,93,23.9994,,,117,24,20,2,evening
1242,2011-02-24 21:00:00,1,0,1,2,13.94,15.15,87,22.0028,,,104,24,21,2,evening
1243,2011-02-24 22:00:00,1,0,1,3,13.94,15.91,87,19.0012,,,60,24,22,2,evening
1244,2011-02-24 23:00:00,1,0,1,2,13.12,15.15,93,15.0013,,,49,24,23,2,night
1245,2011-02-25 00:00:00,1,0,1,3,13.12,17.425,93,0.0,,,27,25,0,2,night
1246,2011-02-25 01:00:00,1,0,1,2,13.12,17.425,100,0.0,,,18,25,1,2,night
1247,2011-02-25 02:00:00,1,0,1,2,13.12,17.425,100,0.0,,,11,25,2,2,night
1248,2011-02-25 03:00:00,1,0,1,2,13.12,16.665,93,7.0015,,,7,25,3,2,night
1249,2011-02-25 05:00:00,1,0,1,2,13.12,16.665,93,7.0015,,,19,25,5,2,night
1250,2011-02-25 06:00:00,1,0,1,3,13.94,17.425,93,6.0032,,,69,25,6,2,night
1251,2011-02-25 07:00:00,1,0,1,3,13.94,16.665,100,8.9981,,,151,25,7,2,night
1252,2011-02-25 08:00:00,1,0,1,3,14.76,17.425,93,8.9981,,,353,25,8,2,morning
1253,2011-02-25 09:00:00,1,0,1,3,13.94,15.15,93,23.9994,,,160,25,9,2,morning
1254,2011-02-25 10:00:00,1,0,1,3,17.22,21.21,94,22.0028,,,93,25,10,2,morning
1255,2011-02-25 11:00:00,1,0,1,1,21.32,25.0,77,30.0026,,,183,25,11,2,morning
1256,2011-02-25 12:00:00,1,0,1,3,22.14,25.76,60,31.0009,,,201,25,12,2,morning
1257,2011-02-25 13:00:00,1,0,1,3,22.14,25.76,60,31.0009,,,199,25,13,2,afternoon
1258,2011-02-25 14:00:00,1,0,1,3,22.96,26.515,56,40.9973,,,171,25,14,2,afternoon
1259,2011-02-25 15:00:00,1,0,1,1,18.86,22.725,41,54.002,,,162,25,15,2,afternoon
1260,2011-02-25 16:00:00,1,0,1,1,13.12,14.395,49,31.0009,,,183,25,16,2,afternoon
1261,2011-02-25 17:00:00,1,0,1,1,13.12,13.635,49,50.0021,,,247,25,17,2,afternoon
1262,2011-02-25 18:00:00,1,0,1,1,13.12,14.395,49,32.9975,,,240,25,18,2,afternoon
1263,2011-02-25 19:00:00,1,0,1,1,12.3,13.635,52,30.0026,,,169,25,19,2,evening
1264,2011-02-25 20:00:00,1,0,1,1,12.3,12.88,49,40.9973,,,105,25,20,2,evening
1265,2011-02-25 21:00:00,1,0,1,1,11.48,12.88,48,26.0027,,,91,25,21,2,evening
1266,2011-02-25 22:00:00,1,0,1,1,10.66,10.605,48,30.0026,,,71,25,22,2,evening
1267,2011-02-25 23:00:00,1,0,1,1,10.66,11.365,48,22.0028,,,56,25,23,2,night
1268,2011-02-26 00:00:00,1,0,0,1,9.84,11.365,52,12.998,,,50,26,0,2,night
1269,2011-02-26 01:00:00,1,0,0,1,9.84,10.605,52,19.9995,,,35,26,1,2,night
1270,2011-02-26 02:00:00,1,0,0,1,9.02,9.85,60,23.9994,,,26,26,2,2,night
1271,2011-02-26 03:00:00,1,0,0,1,9.02,11.365,55,8.9981,,,14,26,3,2,night
1272,2011-02-26 04:00:00,1,0,0,2,9.02,12.88,60,6.0032,,,8,26,4,2,night
1273,2011-02-26 05:00:00,1,0,0,2,9.02,12.12,64,7.0015,,,9,26,5,2,night
1274,2011-02-26 06:00:00,1,0,0,1,9.02,13.635,60,0.0,,,18,26,6,2,night
1275,2011-02-26 07:00:00,1,0,0,1,9.02,12.88,60,6.0032,,,36,26,7,2,night
1276,2011-02-26 08:00:00,1,0,0,2,9.84,14.395,60,0.0,,,90,26,8,2,morning
1277,2011-02-26 09:00:00,1,0,0,2,10.66,12.88,56,11.0014,,,127,26,9,2,morning
1278,2011-02-26 10:00:00,1,0,0,2,12.3,15.15,49,8.9981,,,163,26,10,2,morning
1279,2011-02-26 11:00:00,1,0,0,1,12.3,16.665,45,0.0,,,214,26,11,2,morning
1280,2011-02-26 12:00:00,1,0,0,2,13.12,15.91,45,11.0014,,,231,26,12,2,morning
1281,2011-02-26 13:00:00,1,0,0,2,13.94,15.91,42,16.9979,,,231,26,13,2,afternoon
1282,2011-02-26 14:00:00,1,0,0,2,13.94,15.15,36,22.0028,,,203,26,14,2,afternoon
1283,2011-02-26 15:00:00,1,0,0,2,14.76,16.665,40,19.0012,,,231,26,15,2,afternoon
1284,2011-02-26 16:00:00,1,0,0,1,14.76,16.665,46,19.0012,,,221,26,16,2,afternoon
1285,2011-02-26 17:00:00,1,0,0,1,14.76,17.425,43,15.0013,,,212,26,17,2,afternoon
1286,2011-02-26 18:00:00,1,0,0,1,13.94,16.665,46,12.998,,,174,26,18,2,afternoon
1287,2011-02-26 19:00:00,1,0,0,1,13.12,15.15,49,16.9979,,,133,26,19,2,evening
1288,2011-02-26 20:00:00,1,0,0,1,12.3,15.15,56,11.0014,,,105,26,20,2,evening
1289,2011-02-26 21:00:00,1,0,0,1,11.48,13.635,65,16.9979,,,87,26,21,2,evening
1290,2011-02-26 22:00:00,1,0,0,1,11.48,13.635,75,15.0013,,,80,26,22,2,evening
1291,2011-02-26 23:00:00,1,0,0,1,11.48,12.88,75,19.0012,,,61,26,23,2,night
1292,2011-02-27 00:00:00,1,0,0,1,10.66,12.12,87,19.0012,,,44,27,0,2,night
1293,2011-02-27 01:00:00,1,0,0,1,10.66,12.88,87,12.998,,,40,27,1,2,night
1294,2011-02-27 02:00:00,1,0,0,1,10.66,13.635,87,8.9981,,,32,27,2,2,night
1295,2011-02-27 03:00:00,1,0,0,1,10.66,14.395,87,6.0032,,,14,27,3,2,night
1296,2011-02-27 04:00:00,1,0,0,1,9.84,12.12,87,8.9981,,,5,27,4,2,night
1297,2011-02-27 06:00:00,1,0,0,1,9.84,14.395,87,0.0,,,15,27,6,2,night
1298,2011-02-27 07:00:00,1,0,0,1,9.84,12.12,87,8.9981,,,29,27,7,2,night
1299,2011-02-27 08:00:00,1,0,0,1,10.66,15.15,87,0.0,,,74,27,8,2,morning
1300,2011-02-27 09:00:00,1,0,0,1,11.48,15.15,87,6.0032,,,119,27,9,2,morning
1301,2011-02-27 10:00:00,1,0,0,1,12.3,15.15,81,11.0014,,,162,27,10,2,morning
1302,2011-02-27 11:00:00,1,0,0,1,14.76,17.425,62,8.9981,,,241,27,11,2,morning
1303,2011-02-27 12:00:00,1,0,0,1,16.4,20.455,54,6.0032,,,311,27,12,2,morning
1304,2011-02-27 13:00:00,1,0,0,1,17.22,21.21,47,0.0,,,339,27,13,2,afternoon
1305,2011-02-27 14:00:00,1,0,0,1,18.04,21.97,47,6.0032,,,320,27,14,2,afternoon
1306,2011-02-27 15:00:00,1,0,0,1,18.86,22.725,44,8.9981,,,323,27,15,2,afternoon
1307,2011-02-27 16:00:00,1,0,0,1,19.68,23.485,44,11.0014,,,315,27,16,2,afternoon
1308,2011-02-27 17:00:00,1,0,0,1,17.22,21.21,54,12.998,,,247,27,17,2,afternoon
1309,2011-02-27 18:00:00,1,0,0,1,16.4,20.455,54,12.998,,,193,27,18,2,afternoon
1310,2011-02-27 19:00:00,1,0,0,1,16.4,20.455,54,8.9981,,,166,27,19,2,evening
1311,2011-02-27 20:00:00,1,0,0,1,16.4,20.455,54,6.0032,,,135,27,20,2,evening
1312,2011-02-27 21:00:00,1,0,0,1,15.58,19.695,62,11.0014,,,103,27,21,2,evening
1313,2011-02-27 22:00:00,1,0,0,2,15.58,19.695,62,7.0015,,,79,27,22,2,evening
1314,2011-02-27 23:00:00,1,0,0,2,14.76,17.425,62,11.0014,,,46,27,23,2,night
1315,2011-02-28 00:00:00,1,0,1,2,14.76,18.18,66,7.0015,,,19,28,0,2,night
1316,2011-02-28 01:00:00,1,0,1,3,13.94,15.15,87,23.9994,,,10,28,1,2,night
1317,2011-02-28 03:00:00,1,0,1,3,13.12,15.91,93,11.0014,,,5,28,3,2,night
1318,2011-02-28 05:00:00,1,0,1,2,13.94,18.18,93,0.0,,,12,28,5,2,night
1319,2011-02-28 06:00:00,1,0,1,2,13.94,17.425,96,7.0015,,,56,28,6,2,night
1320,2011-02-28 07:00:00,1,0,1,2,14.76,18.18,93,7.0015,,,191,28,7,2,night
1321,2011-02-28 08:00:00,1,0,1,2,13.94,15.15,93,19.9995,,,312,28,8,2,morning
1322,2011-02-28 09:00:00,1,0,1,1,17.22,21.21,82,19.0012,,,222,28,9,2,morning
1323,2011-02-28 10:00:00,1,0,1,2,21.32,25.0,72,32.9975,,,77,28,10,2,morning
1324,2011-02-28 11:00:00,1,0,1,2,22.96,26.515,64,19.9995,,,117,28,11,2,morning
1325,2011-02-28 12:00:00,1,0,1,2,22.96,26.515,64,19.9995,,,149,28,12,2,morning
1326,2011-02-28 13:00:00,1,0,1,3,18.86,22.725,94,15.0013,,,86,28,13,2,afternoon
1327,2011-02-28 14:00:00,1,0,1,3,17.22,21.21,100,19.9995,,,59,28,14,2,afternoon
1328,2011-02-28 15:00:00,1,0,1,3,17.22,21.21,100,19.9995,,,64,28,15,2,afternoon
1329,2011-02-28 16:00:00,1,0,1,3,17.22,21.21,100,8.9981,,,109,28,16,2,afternoon
1330,2011-02-28 17:00:00,1,0,1,3,16.4,20.455,100,19.9995,,,213,28,17,2,afternoon
1331,2011-02-28 18:00:00,1,0,1,3,18.86,22.725,94,12.998,,,292,28,18,2,afternoon
1332,2011-02-28 19:00:00,1,0,1,3,18.04,21.97,88,40.9973,,,145,28,19,2,evening
1333,2011-02-28 20:00:00,1,0,1,3,18.04,21.97,88,40.9973,,,94,28,20,2,evening
1334,2011-02-28 21:00:00,1,0,1,2,15.58,19.695,87,26.0027,,,84,28,21,2,evening
1335,2011-02-28 22:00:00,1,0,1,3,13.94,15.15,93,27.9993,,,43,28,22,2,evening
1336,2011-02-28 23:00:00,1,0,1,2,13.12,14.395,81,26.0027,,,26,28,23,2,night
1337,2011-03-01 00:00:00,1,0,1,1,12.3,13.635,70,31.0009,0.0,7.0,7,1,0,3,night
1338,2011-03-01 01:00:00,1,0,1,1,10.66,11.365,70,23.9994,0.0,3.0,3,1,1,3,night
1339,2011-03-01 02:00:00,1,0,1,1,9.84,10.605,65,26.0027,0.0,4.0,4,1,2,3,night
1340,2011-03-01 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,0.0,2.0,2,1,3,3,night
1341,2011-03-01 04:00:00,1,0,1,1,9.02,10.605,69,16.9979,0.0,1.0,1,1,4,3,night
1342,2011-03-01 05:00:00,1,0,1,1,8.2,9.09,64,19.0012,1.0,1.0,2,1,5,3,night
1343,2011-03-01 06:00:00,1,0,1,1,8.2,9.09,59,19.9995,0.0,46.0,46,1,6,3,night
1344,2011-03-01 07:00:00,1,0,1,1,8.2,9.09,59,22.0028,2.0,105.0,107,1,7,3,night
1345,2011-03-01 08:00:00,1,0,1,1,8.2,9.09,59,26.0027,10.0,204.0,214,1,8,3,morning
1346,2011-03-01 09:00:00,1,0,1,1,9.02,9.85,55,27.9993,8.0,116.0,124,1,9,3,morning
1347,2011-03-01 10:00:00,1,0,1,1,9.84,10.605,52,19.0012,13.0,55.0,68,1,10,3,morning
1348,2011-03-01 11:00:00,1,0,1,1,11.48,13.635,45,16.9979,8.0,48.0,56,1,11,3,morning
1349,2011-03-01 12:00:00,1,0,1,1,12.3,15.15,39,8.9981,6.0,80.0,86,1,12,3,morning
1350,2011-03-01 13:00:00,1,0,1,1,13.12,17.425,39,0.0,13.0,65.0,78,1,13,3,afternoon
1351,2011-03-01 14:00:00,1,0,1,1,13.12,16.665,36,8.9981,18.0,61.0,79,1,14,3,afternoon
1352,2011-03-01 15:00:00,1,0,1,1,13.94,18.18,34,0.0,7.0,57.0,64,1,15,3,afternoon
1353,2011-03-01 16:00:00,1,0,1,1,13.94,17.425,34,6.0032,10.0,92.0,102,1,16,3,afternoon
1354,2011-03-01 17:00:00,1,0,1,1,13.94,17.425,34,6.0032,12.0,230.0,242,1,17,3,afternoon
1355,2011-03-01 18:00:00,1,0,1,1,13.12,15.91,39,12.998,10.0,214.0,224,1,18,3,afternoon
1356,2011-03-01 19:00:00,1,0,1,1,12.3,15.15,49,8.9981,4.0,115.0,119,1,19,3,evening
1357,2011-03-01 20:00:00,1,0,1,1,12.3,15.91,61,6.0032,2.0,86.0,88,1,20,3,evening
1358,2011-03-01 21:00:00,1,0,1,1,10.66,15.15,56,0.0,8.0,55.0,63,1,21,3,evening
1359,2011-03-01 22:00:00,1,0,1,1,9.84,13.635,62,7.0015,3.0,44.0,47,1,22,3,evening
1360,2011-03-01 23:00:00,1,0,1,1,9.84,11.365,65,15.0013,2.0,23.0,25,1,23,3,night
1361,2011-03-02 00:00:00,1,0,1,1,9.02,11.365,69,11.0014,3.0,5.0,8,2,0,3,night
1362,2011-03-02 01:00:00,1,0,1,1,9.02,11.365,69,12.998,0.0,4.0,4,2,1,3,night
1363,2011-03-02 02:00:00,1,0,1,1,9.02,11.365,69,12.998,0.0,2.0,2,2,2,3,night
1364,2011-03-02 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,3.0,1.0,4,2,3,3,night
1365,2011-03-02 04:00:00,1,0,1,1,8.2,10.605,75,8.9981,1.0,0.0,1,2,4,3,night
1366,2011-03-02 05:00:00,1,0,1,1,9.02,10.605,69,15.0013,0.0,5.0,5,2,5,3,night
1367,2011-03-02 06:00:00,1,0,1,1,9.02,10.605,55,16.9979,1.0,39.0,40,2,6,3,night
1368,2011-03-02 07:00:00,1,0,1,1,9.02,10.605,64,16.9979,2.0,108.0,110,2,7,3,night
1369,2011-03-02 08:00:00,1,0,1,1,9.84,10.605,65,19.0012,13.0,243.0,256,2,8,3,morning
1370,2011-03-02 09:00:00,1,0,1,1,11.48,12.88,56,19.9995,7.0,141.0,148,2,9,3,morning
1371,2011-03-02 10:00:00,1,0,1,1,13.12,15.15,49,19.0012,11.0,65.0,76,2,10,3,morning
1372,2011-03-02 11:00:00,1,0,1,1,13.94,15.15,53,22.0028,8.0,65.0,73,2,11,3,morning
1373,2011-03-02 12:00:00,1,0,1,1,16.4,20.455,43,12.998,20.0,62.0,82,2,12,3,morning
1374,2011-03-02 13:00:00,1,0,1,1,20.5,24.24,25,0.0,35.0,90.0,125,2,13,3,afternoon
1375,2011-03-02 14:00:00,1,0,1,1,21.32,25.0,23,19.9995,21.0,75.0,96,2,14,3,afternoon
1376,2011-03-02 15:00:00,1,0,1,1,22.14,25.76,19,27.9993,19.0,91.0,110,2,15,3,afternoon
1377,2011-03-02 16:00:00,1,0,1,1,22.14,25.76,19,22.0028,27.0,112.0,139,2,16,3,afternoon
1378,2011-03-02 17:00:00,1,0,1,1,20.5,24.24,23,19.0012,30.0,238.0,268,2,17,3,afternoon
1379,2011-03-02 18:00:00,1,0,1,1,18.86,22.725,23,32.9975,8.0,193.0,201,2,18,3,afternoon
1380,2011-03-02 19:00:00,1,0,1,1,16.4,20.455,28,35.0008,6.0,144.0,150,2,19,3,evening
1381,2011-03-02 20:00:00,1,0,1,1,14.76,16.665,29,27.9993,9.0,86.0,95,2,20,3,evening
1382,2011-03-02 21:00:00,1,0,1,1,13.94,14.395,29,31.0009,3.0,68.0,71,2,21,3,evening
1383,2011-03-02 22:00:00,1,0,1,1,12.3,12.88,26,36.9974,4.0,44.0,48,2,22,3,evening
1384,2011-03-02 23:00:00,1,0,1,1,10.66,10.605,30,35.0008,0.0,22.0,22,2,23,3,night
1385,2011-03-03 00:00:00,1,0,1,1,9.84,9.85,30,31.0009,3.0,10.0,13,3,0,3,night
1386,2011-03-03 01:00:00,1,0,1,1,9.84,9.85,30,31.0009,0.0,1.0,1,3,1,3,night
1387,2011-03-03 02:00:00,1,0,1,1,8.2,8.335,27,31.0009,1.0,2.0,3,3,2,3,night
1388,2011-03-03 03:00:00,1,0,1,1,8.2,8.335,27,31.0009,0.0,1.0,1,3,3,3,night
1389,2011-03-03 04:00:00,1,0,1,1,6.56,6.06,31,32.9975,0.0,1.0,1,3,4,3,night
1390,2011-03-03 05:00:00,1,0,1,1,5.74,6.06,33,19.9995,1.0,7.0,8,3,5,3,night
1391,2011-03-03 06:00:00,1,0,1,1,5.74,6.06,33,19.9995,1.0,34.0,35,3,6,3,night
1392,2011-03-03 07:00:00,1,0,1,1,4.92,4.545,42,27.9993,1.0,110.0,111,3,7,3,night
