,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day,hour,month,part_of_day,week_day
3226,2011-05-19 08:00:00,2,0,1,2,21.32,25.0,88,0.0,34.0,453.0,487,19,8,5,morning,Thursday
3227,2011-05-19 09:00:00,2,0,1,2,22.14,25.76,88,6.0032,40.0,176.0,216,19,9,5,morning,Thursday
3228,2011-05-19 10:00:00,2,0,1,2,22.14,25.76,83,0.0,35.0,95.0,130,19,10,5,morning,Thursday
3229,2011-05-19 11:00:00,2,0,1,3,22.14,25.76,88,11.0014,53.0,111.0,164,19,11,5,morning,Thursday
3230,2011-05-19 12:00:00,2,0,1,2,23.78,27.275,78,7.0015,38.0,130.0,168,19,12,5,morning,Thursday
3231,2011-05-19 13:00:00,2,0,1,3,23.78,27.275,64,16.9979,44.0,139.0,183,19,13,5,afternoon,Thursday
3232,2011-05-19 14:00:00,2,0,1,3,22.14,25.76,73,12.998,43.0,137.0,180,19,14,5,afternoon,Thursday
3233,2011-05-19 15:00:00,2,0,1,1,22.96,26.515,78,11.0014,63.0,125.0,188,19,15,5,afternoon,Thursday
3234,2011-05-19 16:00:00,2,0,1,1,23.78,27.275,64,12.998,55.0,247.0,302,19,16,5,afternoon,Thursday
3235,2011-05-19 17:00:00,2,0,1,1,22.96,26.515,78,11.0014,60.0,487.0,547,19,17,5,afternoon,Thursday
3236,2011-05-19 18:00:00,2,0,1,1,24.6,31.06,55,11.0014,59.0,454.0,513,19,18,5,afternoon,Thursday
3237,2011-05-19 19:00:00,2,0,1,1,23.78,27.275,60,8.9981,65.0,345.0,410,19,19,5,evening,Thursday
3238,2011-05-19 20:00:00,2,0,1,1,22.14,25.76,77,19.0012,46.0,236.0,282,19,20,5,evening,Thursday
3239,2011-05-19 21:00:00,2,0,1,1,22.14,25.76,77,19.0012,29.0,180.0,209,19,21,5,evening,Thursday
3240,2011-05-19 22:00:00,2,0,1,3,20.5,24.24,82,19.9995,11.0,68.0,79,19,22,5,evening,Thursday
3241,2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,0.0,9.0,63.0,72,19,23,5,night,Thursday
3242,2011-05-20 00:00:00,2,0,1,1,18.86,22.725,94,6.0032,,,45,20,0,5,night,Friday
3243,2011-05-20 01:00:00,2,0,1,1,18.86,22.725,100,0.0,,,21,20,1,5,night,Friday
3244,2011-05-20 02:00:00,2,0,1,1,18.04,21.97,100,6.0032,,,11,20,2,5,night,Friday
3245,2011-05-20 03:00:00,2,0,1,1,18.04,21.97,100,0.0,,,6,20,3,5,night,Friday
3246,2011-05-20 04:00:00,2,0,1,1,18.04,21.97,94,6.0032,,,6,20,4,5,night,Friday
3247,2011-05-20 05:00:00,2,0,1,1,18.04,21.97,94,7.0015,,,22,20,5,5,night,Friday
3248,2011-05-20 06:00:00,2,0,1,1,18.86,22.725,88,7.0015,,,115,20,6,5,night,Friday
3249,2011-05-20 07:00:00,2,0,1,1,20.5,24.24,77,11.0014,,,367,20,7,5,night,Friday
3250,2011-05-20 08:00:00,2,0,1,1,22.14,25.76,68,0.0,,,683,20,8,5,morning,Friday
3251,2011-05-20 09:00:00,2,0,1,1,22.14,25.76,68,15.0013,,,383,20,9,5,morning,Friday
3252,2011-05-20 10:00:00,2,0,1,1,22.96,26.515,64,12.998,,,236,20,10,5,morning,Friday
3253,2011-05-20 11:00:00,2,0,1,2,23.78,27.275,60,12.998,,,271,20,11,5,morning,Friday
3254,2011-05-20 12:00:00,2,0,1,2,24.6,31.06,56,16.9979,,,358,20,12,5,morning,Friday
3255,2011-05-20 13:00:00,2,0,1,3,24.6,31.06,56,19.0012,,,283,20,13,5,afternoon,Friday
3256,2011-05-20 14:00:00,2,0,1,1,25.42,31.06,53,15.0013,,,342,20,14,5,afternoon,Friday
3257,2011-05-20 15:00:00,2,0,1,2,24.6,31.06,56,12.998,,,315,20,15,5,afternoon,Friday
3258,2011-05-20 16:00:00,2,0,1,2,24.6,31.06,53,11.0014,,,421,20,16,5,afternoon,Friday
3259,2011-05-20 17:00:00,2,0,1,1,25.42,31.06,53,0.0,,,721,20,17,5,afternoon,Friday
3260,2011-05-20 18:00:00,2,0,1,1,24.6,31.06,56,11.0014,,,621,20,18,5,afternoon,Friday
3261,2011-05-20 19:00:00,2,0,1,1,23.78,27.275,64,6.0032,,,463,20,19,5,evening,Friday
3262,2011-05-20 20:00:00,2,0,1,1,23.78,27.275,64,7.0015,,,355,20,20,5,evening,Friday
3263,2011-05-20 21:00:00,2,0,1,1,22.96,26.515,64,7.0015,,,262,20,21,5,evening,Friday
3264,2011-05-20 22:00:00,2,0,1,1,22.14,25.76,73,0.0,,,228,20,22,5,evening,Friday
3265,2011-05-20 23:00:00,2,0,1,1,21.32,25.0,72,11.0014,,,164,20,23,5,night,Friday
3266,2011-05-21 00:00:00,2,0,0,1,21.32,25.0,77,7.0015,,,121,21,0,5,night,Saturday
3267,2011-05-21 01:00:00,2,0,0,1,21.32,25.0,72,0.0,,,93,21,1,5,night,Saturday
3268,2011-05-21 02:00:00,2,0,0,1,21.32,25.0,72,7.0015,,,63,21,2,5,night,Saturday
3269,2011-05-21 03:00:00,2,0,0,1,19.68,23.485,82,7.0015,,,25,21,3,5,night,Saturday
3270,2011-05-21 04:00:00,2,0,0,1,18.86,22.725,88,8.9981,,,11,21,4,5,night,Saturday
3271,2011-05-21 05:00:00,2,0,0,1,18.86,22.725,88,7.0015,,,16,21,5,5,night,Saturday
3272,2011-05-21 06:00:00,2,0,0,1,20.5,24.24,82,8.9981,,,43,21,6,5,night,Saturday
3273,2011-05-21 07:00:00,2,0,0,1,22.14,25.76,73,8.9981,,,91,21,7,5,night,Saturday
3274,2011-05-21 08:00:00,2,0,0,1,22.96,26.515,68,19.0012,,,165,21,8,5,morning,Saturday
3275,2011-05-21 09:00:00,2,0,0,1,24.6,30.305,64,15.0013,,,297,21,9,5,morning,Saturday
3276,2011-05-21 10:00:00,2,0,0,1,25.42,30.305,61,7.0015,,,426,21,10,5,morning,Saturday
3277,2011-05-21 11:00:00,2,0,0,1,26.24,31.06,53,8.9981,,,574,21,11,5,morning,Saturday
3278,2011-05-21 12:00:00,2,0,0,1,27.06,31.06,50,0.0,,,659,21,12,5,morning,Saturday
3279,2011-05-21 13:00:00,2,0,0,1,28.7,31.82,45,0.0,,,730,21,13,5,afternoon,Saturday
3280,2011-05-21 14:00:00,2,0,0,1,29.52,32.575,42,0.0,,,687,21,14,5,afternoon,Saturday
3281,2011-05-21 15:00:00,2,0,0,1,29.52,32.575,45,16.9979,,,680,21,15,5,afternoon,Saturday
3282,2011-05-21 16:00:00,2,0,0,2,29.52,32.575,39,16.9979,,,576,21,16,5,afternoon,Saturday
3283,2011-05-21 17:00:00,2,0,0,2,29.52,32.575,42,11.0014,,,547,21,17,5,afternoon,Saturday
3284,2011-05-21 18:00:00,2,0,0,2,28.7,31.82,45,11.0014,,,468,21,18,5,afternoon,Saturday
3285,2011-05-21 19:00:00,2,0,0,1,27.88,31.82,47,11.0014,,,475,21,19,5,evening,Saturday
3286,2011-05-21 20:00:00,2,0,0,1,25.42,30.305,61,0.0,,,340,21,20,5,evening,Saturday
3287,2011-05-21 21:00:00,2,0,0,1,25.42,30.305,61,7.0015,,,282,21,21,5,evening,Saturday
3288,2011-05-21 22:00:00,2,0,0,1,24.6,29.545,69,8.9981,,,240,21,22,5,evening,Saturday
3289,2011-05-21 23:00:00,2,0,0,1,23.78,27.275,78,6.0032,,,178,21,23,5,night,Saturday
3290,2011-05-22 00:00:00,2,0,0,1,22.14,25.76,88,11.0014,,,101,22,0,5,night,Sunday
3291,2011-05-22 01:00:00,2,0,0,1,21.32,25.0,94,8.9981,,,68,22,1,5,night,Sunday
3292,2011-05-22 02:00:00,2,0,0,1,21.32,25.0,94,7.0015,,,49,22,2,5,night,Sunday
3293,2011-05-22 03:00:00,2,0,0,1,20.5,24.24,100,7.0015,,,18,22,3,5,night,Sunday
3294,2011-05-22 04:00:00,2,0,0,1,20.5,24.24,100,0.0,,,8,22,4,5,night,Sunday
3295,2011-05-22 05:00:00,2,0,0,1,20.5,24.24,100,7.0015,,,12,22,5,5,night,Sunday
3296,2011-05-22 06:00:00,2,0,0,1,21.32,25.0,94,7.0015,,,31,22,6,5,night,Sunday
3297,2011-05-22 07:00:00,2,0,0,1,22.14,25.76,88,7.0015,,,63,22,7,5,night,Sunday
3298,2011-05-22 08:00:00,2,0,0,1,24.6,29.545,73,6.0032,,,135,22,8,5,morning,Sunday
3299,2011-05-22 09:00:00,2,0,0,1,25.42,30.305,69,7.0015,,,246,22,9,5,morning,Sunday
3300,2011-05-22 10:00:00,2,0,0,1,26.24,30.305,65,8.9981,,,392,22,10,5,morning,Sunday
3301,2011-05-22 11:00:00,2,0,0,1,28.7,32.575,54,12.998,,,558,22,11,5,morning,Sunday
3302,2011-05-22 12:00:00,2,0,0,2,29.52,33.335,51,12.998,,,587,22,12,5,morning,Sunday
3303,2011-05-22 13:00:00,2,0,0,2,27.06,31.06,54,15.0013,,,547,22,13,5,afternoon,Sunday
3304,2011-05-22 14:00:00,2,0,0,3,25.42,30.305,69,12.998,,,369,22,14,5,afternoon,Sunday
3305,2011-05-22 15:00:00,2,0,0,2,27.06,31.06,61,11.0014,,,444,22,15,5,afternoon,Sunday
3306,2011-05-22 16:00:00,2,0,0,1,27.88,31.82,61,8.9981,,,513,22,16,5,afternoon,Sunday
3307,2011-05-22 17:00:00,2,0,0,1,28.7,32.575,58,16.9979,,,511,22,17,5,afternoon,Sunday
3308,2011-05-22 18:00:00,2,0,0,1,27.06,31.06,61,15.0013,,,410,22,18,5,afternoon,Sunday
3309,2011-05-22 19:00:00,2,0,0,1,27.06,31.06,61,12.998,,,376,22,19,5,evening,Sunday
3310,2011-05-22 20:00:00,2,0,0,1,26.24,30.305,65,11.0014,,,294,22,20,5,evening,Sunday
3311,2011-05-22 21:00:00,2,0,0,1,25.42,29.545,73,12.998,,,199,22,21,5,evening,Sunday
3312,2011-05-22 22:00:00,2,0,0,1,24.6,28.03,83,8.9981,,,148,22,22,5,evening,Sunday
3313,2011-05-22 23:00:00,2,0,0,2,23.78,27.275,83,8.9981,,,82,22,23,5,night,Sunday
3314,2011-05-23 00:00:00,2,0,1,2,22.96,26.515,88,8.9981,,,32,23,0,5,night,Monday
3315,2011-05-23 01:00:00,2,0,1,1,22.96,26.515,88,7.0015,,,18,23,1,5,night,Monday
3316,2011-05-23 02:00:00,2,0,1,3,22.96,26.515,88,11.0014,,,12,23,2,5,night,Monday
3317,2011-05-23 03:00:00,2,0,1,3,22.14,25.76,94,11.0014,,,7,23,3,5,night,Monday
3318,2011-05-23 04:00:00,2,0,1,2,22.14,25.76,94,0.0,,,6,23,4,5,night,Monday
3319,2011-05-23 05:00:00,2,0,1,2,22.14,25.76,94,0.0,,,19,23,5,5,night,Monday
3320,2011-05-23 06:00:00,2,0,1,2,22.14,25.76,100,0.0,,,83,23,6,5,night,Monday
3321,2011-05-23 07:00:00,2,0,1,2,22.96,26.515,94,7.0015,,,258,23,7,5,night,Monday
3322,2011-05-23 08:00:00,2,0,1,1,24.6,27.275,88,12.998,,,419,23,8,5,morning,Monday
3323,2011-05-23 09:00:00,2,0,1,1,24.6,27.275,88,15.0013,,,204,23,9,5,morning,Monday
3324,2011-05-23 10:00:00,2,0,1,1,27.06,31.06,74,19.9995,,,130,23,10,5,morning,Monday
3325,2011-05-23 11:00:00,2,0,1,1,27.88,31.82,69,26.0027,,,161,23,11,5,morning,Monday
3326,2011-05-23 12:00:00,2,0,1,1,27.88,31.82,69,26.0027,,,191,23,12,5,morning,Monday
3327,2011-05-23 13:00:00,2,0,1,2,30.34,34.09,58,27.9993,,,208,23,13,5,afternoon,Monday
3328,2011-05-23 14:00:00,2,0,1,2,29.52,34.09,62,35.0008,,,188,23,14,5,afternoon,Monday
3329,2011-05-23 15:00:00,2,0,1,2,29.52,34.09,62,30.0026,,,194,23,15,5,afternoon,Monday
3330,2011-05-23 16:00:00,2,0,1,2,29.52,34.09,62,19.9995,,,288,23,16,5,afternoon,Monday
3331,2011-05-23 17:00:00,2,0,1,3,29.52,34.09,70,26.0027,,,575,23,17,5,afternoon,Monday
3332,2011-05-23 18:00:00,2,0,1,1,28.7,33.335,74,19.0012,,,468,23,18,5,afternoon,Monday
3333,2011-05-23 19:00:00,2,0,1,1,28.7,33.335,74,15.0013,,,364,23,19,5,evening,Monday
3334,2011-05-23 20:00:00,2,0,1,1,26.24,28.79,83,15.0013,,,231,23,20,5,evening,Monday
3335,2011-05-23 21:00:00,2,0,1,1,26.24,28.79,89,15.0013,,,163,23,21,5,evening,Monday
3336,2011-05-23 22:00:00,2,0,1,1,25.42,27.275,94,15.0013,,,105,23,22,5,evening,Monday
3337,2011-05-23 23:00:00,2,0,1,2,25.42,28.03,88,12.998,,,66,23,23,5,night,Monday
3338,2011-05-24 00:00:00,2,0,1,2,24.6,25.76,94,12.998,,,30,24,0,5,night,Tuesday
3339,2011-05-24 01:00:00,2,0,1,2,24.6,25.76,94,11.0014,,,17,24,1,5,night,Tuesday
3340,2011-05-24 02:00:00,2,0,1,2,24.6,25.76,94,12.998,,,12,24,2,5,night,Tuesday
3341,2011-05-24 03:00:00,2,0,1,2,23.78,27.275,94,7.0015,,,8,24,3,5,night,Tuesday
3342,2011-05-24 04:00:00,2,0,1,1,24.6,27.275,88,7.0015,,,7,24,4,5,night,Tuesday
3343,2011-05-24 05:00:00,2,0,1,2,23.78,27.275,94,16.9979,,,23,24,5,5,night,Tuesday
3344,2011-05-24 06:00:00,2,0,1,2,23.78,27.275,94,12.998,,,106,24,6,5,night,Tuesday
3345,2011-05-24 07:00:00,2,0,1,3,26.24,29.545,78,12.998,,,242,24,7,5,night,Tuesday
3346,2011-05-24 08:00:00,2,0,1,3,25.42,28.79,83,15.0013,,,344,24,8,5,morning,Tuesday
3347,2011-05-24 09:00:00,2,0,1,2,26.24,30.305,73,12.998,,,253,24,9,5,morning,Tuesday
3348,2011-05-24 10:00:00,2,0,1,1,28.7,32.575,61,22.0028,,,151,24,10,5,morning,Tuesday
3349,2011-05-24 11:00:00,2,0,1,1,30.34,33.335,51,15.0013,,,184,24,11,5,morning,Tuesday
3350,2011-05-24 12:00:00,2,0,1,1,31.16,34.09,45,26.0027,,,215,24,12,5,morning,Tuesday
3351,2011-05-24 13:00:00,2,0,1,1,31.98,34.85,46,16.9979,,,229,24,13,5,afternoon,Tuesday
3352,2011-05-24 14:00:00,2,0,1,1,31.98,34.85,46,19.0012,,,199,24,14,5,afternoon,Tuesday
3353,2011-05-24 15:00:00,2,0,1,3,30.34,34.09,55,27.9993,,,191,24,15,5,afternoon,Tuesday
3354,2011-05-24 16:00:00,2,0,1,1,27.06,31.06,69,12.998,,,283,24,16,5,afternoon,Tuesday
3355,2011-05-24 17:00:00,2,0,1,1,28.7,32.575,61,7.0015,,,631,24,17,5,afternoon,Tuesday
3356,2011-05-24 18:00:00,2,0,1,1,28.7,32.575,70,12.998,,,568,24,18,5,afternoon,Tuesday
3357,2011-05-24 19:00:00,2,0,1,1,27.06,31.06,74,12.998,,,391,24,19,5,evening,Tuesday
3358,2011-05-24 20:00:00,2,0,1,1,27.06,31.06,74,6.0032,,,301,24,20,5,evening,Tuesday
3359,2011-05-24 21:00:00,2,0,1,1,26.24,29.545,78,6.0032,,,217,24,21,5,evening,Tuesday
3360,2011-05-24 22:00:00,2,0,1,3,25.42,28.03,88,15.0013,,,108,24,22,5,evening,Tuesday
3361,2011-05-24 23:00:00,2,0,1,3,27.06,31.06,74,11.0014,,,89,24,23,5,night,Tuesday
3362,2011-05-25 00:00:00,2,0,1,3,24.6,28.03,83,15.0013,,,29,25,0,5,night,Wednesday
3363,2011-05-25 01:00:00,2,0,1,3,23.78,27.275,83,12.998,,,16,25,1,5,night,Wednesday
3364,2011-05-25 02:00:00,2,0,1,2,22.96,26.515,94,0.0,,,12,25,2,5,night,Wednesday
3365,2011-05-25 03:00:00,2,0,1,1,22.14,25.76,100,8.9981,,,6,25,3,5,night,Wednesday
3366,2011-05-25 04:00:00,2,0,1,1,22.14,25.76,100,7.0015,,,4,25,4,5,night,Wednesday
3367,2011-05-25 05:00:00,2,0,1,1,22.96,26.515,88,6.0032,,,26,25,5,5,night,Wednesday
3368,2011-05-25 06:00:00,2,0,1,1,22.96,26.515,94,6.0032,,,116,25,6,5,night,Wednesday
3369,2011-05-25 07:00:00,2,0,1,1,25.42,29.545,73,8.9981,,,401,25,7,5,night,Wednesday
3370,2011-05-25 08:00:00,2,0,1,1,26.24,30.305,69,15.0013,,,600,25,8,5,morning,Wednesday
3371,2011-05-25 09:00:00,2,0,1,1,27.88,31.82,65,6.0032,,,301,25,9,5,morning,Wednesday
3372,2011-05-25 10:00:00,2,0,1,1,28.7,32.575,61,6.0032,,,173,25,10,5,morning,Wednesday
3373,2011-05-25 11:00:00,2,0,1,1,30.34,33.335,51,6.0032,,,203,25,11,5,morning,Wednesday
3374,2011-05-25 12:00:00,2,0,1,1,30.34,34.09,55,8.9981,,,245,25,12,5,morning,Wednesday
3375,2011-05-25 13:00:00,2,0,1,1,30.34,34.09,55,8.9981,,,228,25,13,5,afternoon,Wednesday
3376,2011-05-25 14:00:00,2,0,1,1,30.34,34.09,55,11.0014,,,204,25,14,5,afternoon,Wednesday
3377,2011-05-25 15:00:00,2,0,1,1,31.16,34.85,52,16.9979,,,226,25,15,5,afternoon,Wednesday
3378,2011-05-25 16:00:00,2,0,1,1,30.34,33.335,51,19.0012,,,336,25,16,5,afternoon,Wednesday
3379,2011-05-25 17:00:00,2,0,1,1,30.34,33.335,51,15.0013,,,677,25,17,5,afternoon,Wednesday
3380,2011-05-25 18:00:00,2,0,1,1,29.52,33.335,58,15.0013,,,656,25,18,5,afternoon,Wednesday
3381,2011-05-25 19:00:00,2,0,1,1,28.7,32.575,61,8.9981,,,492,25,19,5,evening,Wednesday
3382,2011-05-25 20:00:00,2,0,1,1,28.7,32.575,61,11.0014,,,374,25,20,5,evening,Wednesday
3383,2011-05-25 21:00:00,2,0,1,1,27.06,31.06,69,8.9981,,,263,25,21,5,evening,Wednesday
3384,2011-05-25 22:00:00,2,0,1,1,27.06,31.06,69,16.9979,,,197,25,22,5,evening,Wednesday
3385,2011-05-25 23:00:00,2,0,1,1,26.24,30.305,73,8.9981,,,118,25,23,5,night,Wednesday
3386,2011-05-26 00:00:00,2,0,1,1,26.24,30.305,73,8.9981,,,60,26,0,5,night,Thursday
3387,2011-05-26 01:00:00,2,0,1,1,26.24,30.305,73,8.9981,,,29,26,1,5,night,Thursday
3388,2011-05-26 02:00:00,2,0,1,1,25.42,28.79,83,7.0015,,,16,26,2,5,night,Thursday
3389,2011-05-26 03:00:00,2,0,1,1,24.6,27.275,88,6.0032,,,10,26,3,5,night,Thursday
3390,2011-05-26 04:00:00,2,0,1,1,24.6,27.275,88,0.0,,,8,26,4,5,night,Thursday
3391,2011-05-26 05:00:00,2,0,1,2,24.6,27.275,88,6.0032,,,29,26,5,5,night,Thursday
3392,2011-05-26 06:00:00,2,0,1,2,24.6,25.0,100,6.0032,,,115,26,6,5,night,Thursday
3393,2011-05-26 07:00:00,2,0,1,2,25.42,27.275,94,16.9979,,,323,26,7,5,night,Thursday
3394,2011-05-26 08:00:00,2,0,1,2,27.06,30.305,83,11.0014,,,552,26,8,5,morning,Thursday
3395,2011-05-26 09:00:00,2,0,1,1,29.52,34.09,70,11.0014,,,314,26,9,5,morning,Thursday
3396,2011-05-26 10:00:00,2,0,1,1,28.7,33.335,74,19.0012,,,166,26,10,5,morning,Thursday
3397,2011-05-26 11:00:00,2,0,1,1,30.34,34.85,66,15.0013,,,217,26,11,5,morning,Thursday
3398,2011-05-26 12:00:00,2,0,1,1,31.98,37.12,59,22.0028,,,264,26,12,5,morning,Thursday
3399,2011-05-26 13:00:00,2,0,1,1,33.62,38.635,52,19.0012,,,260,26,13,5,afternoon,Thursday
3400,2011-05-26 14:00:00,2,0,1,1,33.62,38.635,52,19.0012,,,225,26,14,5,afternoon,Thursday
3401,2011-05-26 15:00:00,2,0,1,2,33.62,37.88,46,19.0012,,,220,26,15,5,afternoon,Thursday
3402,2011-05-26 16:00:00,2,0,1,2,32.8,37.12,49,23.9994,,,356,26,16,5,afternoon,Thursday
3403,2011-05-26 17:00:00,2,0,1,1,32.8,36.365,46,19.0012,,,733,26,17,5,afternoon,Thursday
3404,2011-05-26 18:00:00,2,0,1,1,32.8,36.365,46,22.0028,,,701,26,18,5,afternoon,Thursday
3405,2011-05-26 19:00:00,2,0,1,1,31.98,34.85,46,22.0028,,,527,26,19,5,evening,Thursday
3406,2011-05-26 20:00:00,2,0,1,1,29.52,33.335,58,11.0014,,,411,26,20,5,evening,Thursday
3407,2011-05-26 21:00:00,2,0,1,1,29.52,34.09,62,6.0032,,,313,26,21,5,evening,Thursday
3408,2011-05-26 22:00:00,2,0,1,1,28.7,32.575,65,8.9981,,,243,26,22,5,evening,Thursday
3409,2011-05-26 23:00:00,2,0,1,1,28.7,32.575,65,12.998,,,160,26,23,5,night,Thursday
3410,2011-05-27 00:00:00,2,0,1,1,27.88,31.82,69,16.9979,,,84,27,0,5,night,Friday
3411,2011-05-27 01:00:00,2,0,1,1,28.7,32.575,58,19.9995,,,40,27,1,5,night,Friday
3412,2011-05-27 02:00:00,2,0,1,1,27.88,31.82,61,15.0013,,,25,27,2,5,night,Friday
3413,2011-05-27 03:00:00,2,0,1,1,27.06,31.06,65,6.0032,,,16,27,3,5,night,Friday
3414,2011-05-27 04:00:00,2,0,1,1,26.24,30.305,69,8.9981,,,14,27,4,5,night,Friday
3415,2011-05-27 05:00:00,2,0,1,1,26.24,30.305,65,19.0012,,,45,27,5,5,night,Friday
3416,2011-05-27 06:00:00,2,0,1,1,26.24,30.305,69,6.0032,,,163,27,6,5,night,Friday
3417,2011-05-27 07:00:00,2,0,1,1,26.24,30.305,73,11.0014,,,420,27,7,5,night,Friday
3418,2011-05-27 08:00:00,2,0,1,1,27.06,31.06,74,19.0012,,,658,27,8,5,morning,Friday
3419,2011-05-27 09:00:00,2,0,1,1,28.7,32.575,65,19.0012,,,358,27,9,5,morning,Friday
3420,2011-05-27 10:00:00,2,0,1,1,29.52,33.335,54,26.0027,,,223,27,10,5,morning,Friday
3421,2011-05-27 11:00:00,2,0,1,2,30.34,34.09,55,22.0028,,,284,27,11,5,morning,Friday
3422,2011-05-27 12:00:00,2,0,1,2,31.16,34.85,55,19.9995,,,356,27,12,5,morning,Friday
3423,2011-05-27 13:00:00,2,0,1,1,30.34,34.09,58,12.998,,,338,27,13,5,afternoon,Friday
3424,2011-05-27 14:00:00,2,0,1,1,31.16,34.85,55,16.9979,,,304,27,14,5,afternoon,Friday
3425,2011-05-27 15:00:00,2,0,1,1,31.98,35.605,49,19.0012,,,338,27,15,5,afternoon,Friday
3426,2011-05-27 16:00:00,2,0,1,2,31.16,34.85,55,26.0027,,,487,27,16,5,afternoon,Friday
3427,2011-05-27 17:00:00,2,0,1,1,30.34,34.09,58,26.0027,,,737,27,17,5,afternoon,Friday
3428,2011-05-27 18:00:00,2,0,1,2,29.52,34.09,62,19.9995,,,636,27,18,5,afternoon,Friday
3429,2011-05-27 19:00:00,2,0,1,3,24.6,28.79,78,16.9979,,,314,27,19,5,evening,Friday
3430,2011-05-27 20:00:00,2,0,1,2,25.42,29.545,73,15.0013,,,296,27,20,5,evening,Friday
3431,2011-05-27 21:00:00,2,0,1,1,24.6,28.03,83,7.0015,,,225,27,21,5,evening,Friday
3432,2011-05-27 22:00:00,2,0,1,1,24.6,28.79,78,8.9981,,,216,27,22,5,evening,Friday
3433,2011-05-27 23:00:00,2,0,1,1,23.78,27.275,88,8.9981,,,148,27,23,5,night,Friday
3434,2011-05-28 00:00:00,2,0,0,1,23.78,27.275,88,8.9981,,,118,28,0,5,night,Saturday
3435,2011-05-28 01:00:00,2,0,0,1,23.78,27.275,88,12.998,,,79,28,1,5,night,Saturday
3436,2011-05-28 02:00:00,2,0,0,1,22.96,26.515,94,12.998,,,50,28,2,5,night,Saturday
3437,2011-05-28 03:00:00,2,0,0,1,22.96,26.515,88,15.0013,,,26,28,3,5,night,Saturday
3438,2011-05-28 04:00:00,2,0,0,1,22.96,26.515,88,16.9979,,,14,28,4,5,night,Saturday
3439,2011-05-28 05:00:00,2,0,0,1,22.96,26.515,88,15.0013,,,20,28,5,5,night,Saturday
3440,2011-05-28 06:00:00,2,0,0,1,23.78,27.275,83,16.9979,,,46,28,6,5,night,Saturday
3441,2011-05-28 07:00:00,2,0,0,1,24.6,28.03,83,16.9979,,,84,28,7,5,night,Saturday
3442,2011-05-28 08:00:00,2,0,0,1,25.42,29.545,78,12.998,,,171,28,8,5,morning,Saturday
3443,2011-05-28 09:00:00,2,0,0,1,26.24,30.305,73,16.9979,,,256,28,9,5,morning,Saturday
3444,2011-05-28 10:00:00,2,0,0,1,28.7,32.575,65,15.0013,,,369,28,10,5,morning,Saturday
3445,2011-05-28 11:00:00,2,0,0,1,28.7,32.575,65,15.0013,,,470,28,11,5,morning,Saturday
3446,2011-05-28 12:00:00,2,0,0,1,29.52,33.335,58,16.9979,,,541,28,12,5,morning,Saturday
3447,2011-05-28 13:00:00,2,0,0,1,29.52,34.09,62,15.0013,,,544,28,13,5,afternoon,Saturday
3448,2011-05-28 14:00:00,2,0,0,1,30.34,34.09,58,15.0013,,,523,28,14,5,afternoon,Saturday
3449,2011-05-28 15:00:00,2,0,0,1,30.34,34.09,55,15.0013,,,560,28,15,5,afternoon,Saturday
3450,2011-05-28 16:00:00,2,0,0,1,31.16,34.85,55,19.0012,,,536,28,16,5,afternoon,Saturday
3451,2011-05-28 17:00:00,2,0,0,1,30.34,34.09,55,19.9995,,,526,28,17,5,afternoon,Saturday
3452,2011-05-28 18:00:00,2,0,0,1,29.52,34.09,62,16.9979,,,457,28,18,5,afternoon,Saturday
3453,2011-05-28 19:00:00,2,0,0,1,28.7,32.575,65,12.998,,,400,28,19,5,evening,Saturday
3454,2011-05-28 20:00:00,2,0,0,1,28.7,32.575,65,15.0013,,,320,28,20,5,evening,Saturday
3455,2011-05-28 21:00:00,2,0,0,1,27.06,31.06,74,19.9995,,,248,28,21,5,evening,Saturday
3456,2011-05-28 22:00:00,2,0,0,1,27.06,30.305,78,15.0013,,,217,28,22,5,evening,Saturday
3457,2011-05-28 23:00:00,2,0,0,1,26.24,28.79,83,12.998,,,168,28,23,5,night,Saturday
3458,2011-05-29 00:00:00,2,0,0,1,26.24,28.79,83,15.0013,,,125,29,0,5,night,Sunday
3459,2011-05-29 01:00:00,2,0,0,1,25.42,28.03,88,11.0014,,,88,29,1,5,night,Sunday
3460,2011-05-29 02:00:00,2,0,0,1,25.42,28.03,88,7.0015,,,64,29,2,5,night,Sunday
3461,2011-05-29 03:00:00,2,0,0,1,25.42,28.03,88,7.0015,,,30,29,3,5,night,Sunday
3462,2011-05-29 04:00:00,2,0,0,1,24.6,27.275,88,6.0032,,,14,29,4,5,night,Sunday
3463,2011-05-29 05:00:00,2,0,0,1,24.6,25.76,94,11.0014,,,18,29,5,5,night,Sunday
3464,2011-05-29 06:00:00,2,0,0,2,25.42,28.03,88,12.998,,,37,29,6,5,night,Sunday
3465,2011-05-29 07:00:00,2,0,0,2,25.42,28.03,88,16.9979,,,63,29,7,5,night,Sunday
3466,2011-05-29 08:00:00,2,0,0,2,25.42,28.03,88,15.0013,,,108,29,8,5,morning,Sunday
3467,2011-05-29 09:00:00,2,0,0,2,25.42,27.275,94,16.9979,,,155,29,9,5,morning,Sunday
3468,2011-05-29 10:00:00,2,0,0,2,27.06,30.305,83,15.0013,,,273,29,10,5,morning,Sunday
